baseline_commit,path,git_blob,sha256_working_copy,area,priority,content_type,bytes,lines,nonblank_lines,review_method,full_review_status,reviewed_line_ranges,reviewer,finding_ids,test_evidence,reviewed_at_commit,independent_signoff,observed_source_commit,audit_notes
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/StatusStepperTest.kt,58270140250184d2039f9f208d0079370da9d445,2b49a702affd393f298d41e95f6c561fc2e815c77048242f0bea48e383dedb89,Android tests,P1,utf8_text,3138,82,71,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/TerminalStatusBannerCopyTest.kt,4097650708d7d7420d8c3caf6bb5067127da7002,d4c22678a4147d1118e651129d3e6685924af86822c636c9dd6447cc74880c0f,Android tests,P1,utf8_text,4222,104,88,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/ValidateBidInputTest.kt,1096696c9a6f9d1e01adac6c9c4c13844eefc796,2ea522d7bc189839856740da522c99bfb3038ab126e335f9beb25cb917f043f3,Android tests,P1,utf8_text,4261,119,99,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/CostRevisionBannerSubtitleTest.kt,ec7382a640c968bbd31520b4c75db68b663e4d95,17448dffe1025916222e3ee165b68a87971e6fc3981b35e55aa9762084a43edb,Android tests,P1,utf8_text,2467,62,54,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/CostRevisionDeltaTextTest.kt,b5f951748111461f30179ea02604995c1e91de5d,2b601374e6516a7b1be01a45c05772d232e1ffaddb78c698814c16af78f5a4de,Android tests,P1,utf8_text,3272,72,62,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/EngineerCardLocationLineTest.kt,b90b2396a70fde6cbc7bd2792ac6b160471e2bff,a746297ed96cd4cafbcaa61fb7766c460304aa8bb131d007cfe8064884d89112,Android tests,P1,utf8_text,3126,86,74,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/RepeatBookingNudgeTitleTest.kt,8403d1a0a8fc99d0e131a116212ea51ca78c48a5,10c5463f526c33fa30dd53310b5fbb7172222cf7ba057f0de64652edd93370cb,Android tests,P1,utf8_text,2093,65,57,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/ReviseQuoteValidatorTest.kt,5560807168799086cf565818baab33b04fb874a2,83a1b5c555410021437dfa4945bcc4c971302f2eb3154bcd98a67664d6f06e8a,Android tests,P1,utf8_text,4819,133,113,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/components/ServiceAreaMapHelpersTest.kt,7834d952147dc2600c2829d7465b10215ef90194,f362c65fb71de03428d6e802411531ee9d7c63f4c72a7e4fb83bf9161cc62378,Android tests,P1,utf8_text,1557,45,37,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/CategoryRatingChipTextTest.kt,293f6a9a0e517be4277be8c1b90359a2c7d241c9,89668aa197726554be55a6aa04b88d6cc652dbab7a48c52b6db689fd67bc5956,Android tests,P1,utf8_text,3269,89,79,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/CompletionStatValueTest.kt,0ed3b1011dfa9bffe4e144bbe575f34760e5bf81,02431f9615fca867267d03ad95d625c789349c0d404ae0e8c46c6f22ee8f21df,Android tests,P1,utf8_text,1348,34,27,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/EmptyEngineersSubtitleTest.kt,eb1a79d68673e52229a2fb58341bc88d1298c1d1,880102e3201b21aec807caeca90ff3126b47bbaeafb73ba920d14fac660455d9,Android tests,P1,utf8_text,2118,54,47,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/EngineerAvailabilityPillTest.kt,dcd0a324f86547dacf46c25798e5720ea429c12d,5459c9de10376b3210cb4a5deea07c3b4e7700406775172476c080ffefe8cf40,Android tests,P1,utf8_text,1993,54,47,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/EngineerDirectorySubtitleTest.kt,fcf306a7f18476f11d8c16b99085d219ad7f164b,433644f6e79e573f488f2cdd3c14bb30ee7fcc51d9ee2bbabdca18af1afa2626,Android tests,P1,utf8_text,1922,55,46,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/EngineerDirectoryUiStateTest.kt,8bae3d545f2986c004d53e2f3bd702100e3918ee,53c6d81212cc5bad5bed6032869b50b73f1bbf4a86ba0e26cfe51adcfbfb6242,Android tests,P1,utf8_text,6556,175,157,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/FormatCompletionRatePctTest.kt,c0f74771adbb529f9ac9dc6ef0e6f574910f39ca,1155e28af87a5e08d850dc46ee84aa10f4de3a578093501b16da1badc9f72779,Android tests,P1,utf8_text,2637,69,57,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/FormatDirectoryRowLocationLineTest.kt,4220cc6ea14e4b36e690cba38a2b7ea48d0241b3,0afacda9b026135495f4d730b81f27caa600755e29a457fe7adb18546d69078f,Android tests,P1,utf8_text,6313,173,152,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/FormatReviewWhenAndCityTest.kt,bd95997ba93d390f855266929253fe98602dd926,2a4e0df1eb36dfb2d3f504db8bab644167a03145d8195091c1a83bf7e7d82587,Android tests,P1,utf8_text,2013,51,43,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/HaversineKmTest.kt,cb3dff61ede3bca8355caca57892b48167d988ca,96b90eb47477a220d76176464fe753d017a40ba55568d0556fbc80032bf40d03,Android tests,P1,utf8_text,2792,71,61,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/NearestSortChipLabelTest.kt,198818ce0243f1481937adab12556b14008e334e,7c11a7169774818eeb39b40ee763446667bae4189a9d3db2c6d26431d2b805b9,Android tests,P1,utf8_text,2101,57,50,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/repair/directory/PublicProfileHeaderHelpersTest.kt,99c7dfca04b0320744d6e17949a02e14e3bfea32,3ae859cf051a4e7fda554e1c69eb689bc260eeb83fdf02fc5f4e9680c54147b6,Android tests,P1,utf8_text,5828,141,115,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/security/ChangeEmailValidatorTest.kt,c721a53ffada4a171015a75ff0d34c9ecd3af2ee,5badec73fc00bfd39b1b46fa846621807c030b5eede1f5fcae88c054a4125290,Android tests,P1,utf8_text,3164,82,68,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/security/ChangeEmailViewModelTest.kt,9104d4c593b9c0844319445bd30d2c858e81a917,f0e0108a0191c4c0f5ff907ee919c6287c29e5775c00d07cba490daa1f9849f5,Android tests,P1,utf8_text,6650,152,132,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/security/ChangePasswordValidatorTest.kt,3aecd640ec79fb2ae1b99933ae8ce4b3cc30587e,bb13bf5e02fecd35bdfeefea0f4f61ce8bfea6d55c3ee9c6afa2814d5880862a,Android tests,P1,utf8_text,5176,129,112,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/features/security/ChangePasswordViewModelTest.kt,f556af4f4528ca8ad04e5f2b685da78f03d7e0d8,d16b9bbe75c806bfedccd2e9b66247a233b21a38f8605756a6746464b2d239fe,Android tests,P1,utf8_text,5953,137,120,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/i18n/StringsParityTest.kt,7b8749d0758a577bc5bcbc232c8d5ce1a9d4c724,552759f010d05a8c3ffc78c4069cc531109ba1ea13f91163850143cf1604af60,Android tests,P1,utf8_text,3363,76,69,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/AddressFormAndCreateAmcRouteTest.kt,d110d7a775209c11b1652ab3069a5e082577ba3b,e88b32ee6056a9bcf4adc113a633fdcdc4b7d999f1a4acc917d78229fbe9015e,Android tests,P1,utf8_text,2276,66,53,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/DeepLinkRouterTest.kt,39de0d54350529a1086ffad1b0df687dc7d3204b,50b5d81f9402363e1fa40c8923476dd851766a1eebe537939d2155ce7c907b47,Android tests,P1,utf8_text,5947,130,116,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/FounderRouteHelpersTest.kt,f43e8bd0e92568064c7fd192a7931d62ad230056,2456ca162f4fef2e5a6b0724f9e13cd2cadf2de89fcfe847059ea2b9ff10ede6,Android tests,P1,utf8_text,2102,63,54,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/IsFullScreenRouteTest.kt,9a560fe3024d67541c624718c728a76e36e027f0,8a51bedbf4e05b5d9ea0269fed72ad3aca43066e4a372516f9dd56bd89bab0c1,Android tests,P1,utf8_text,4018,92,79,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/NotificationDeepLinkPayoutTest.kt,a6502aa14d029ef6ea9a6a2d82fe73eadceb3334,a7b06e4c57f78662e050cdc713a65f224cb1a5fbab7bd420f57f780588917dc4,Android tests,P1,utf8_text,2777,78,69,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/NotificationDeepLinkTest.kt,69a53c63bc72e7c298b6de75f547107838a1644b,c7d59a1dad018250886bf5c75482d76bbb7fe94960e66d630f98fc9db5e426b3,Android tests,P1,utf8_text,6164,172,155,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/NotificationDeepLinkV2Test.kt,d9baff6c0f642c6a03f85f795f635eb12ac577d9,e8ae844b41a2bfd975fdf79ce7d134649cc26d00e303cc0fb53627048b4bf195,Android tests,P1,utf8_text,10787,287,251,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/QueryStringRoutesTest.kt,b7d284354f883b641265621cfb2a4345e0a2e7b3,4785079321eb66732a3f9951e28ede391b2f0eeec077c704c3f958f32c3bc288,Android tests,P1,utf8_text,4509,129,111,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/ResolveNotificationDeepLinkTest.kt,f0a2775c87e890739201594f6c74978de31c0537,d1ee9a6d0728283f6394a05a8a7f9f4f1cd27e0ba006a706307b565fc498cbf0,Android tests,P1,utf8_text,4293,106,91,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/RoutesBuilderTest.kt,7d3f508b59bcdd9cdc5bbdfd5b0e92e0d74fcb6b,bf87671eda02b90cc94cca753f1062dd0aed6e7557958662b94af554023ca1d3,Android tests,P1,utf8_text,4050,107,89,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/RoutesTest.kt,90960985c89bf8d02047714acc4b4e3a1f0df5a8,02db28fc7a20574713908d6c69141d3a7de960dccc0143c13152914fc60f4461,Android tests,P1,utf8_text,6206,169,141,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/navigation/TabRoutesForRoleTest.kt,238a11532032df393866cb82c5b441199265ee89,a859390f760b8d16da456b56445c481a6082702b9e1c105b2685df52b4fec5c1,Android tests,P1,utf8_text,4097,113,103,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/quality/NotificationKindDriftGuardTest.kt,be4c19f4b28cc88fed5b72cdd5878dcf642fef93,e6435f85352ed1ad794144f15e4f127dd54e31917660bc5673b3dc6523b715e4,Android tests,P1,utf8_text,4820,99,90,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/quality/TaxonomyDriftGuardTest.kt,72516ae3b359cfb8e35821c95698131fab49ccd4,a702633870d4deacdd35e0de7ac58d234f8a9f7fa502b1313a7293c5addbfddc,Android tests,P1,utf8_text,3976,87,81,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/testing/FakeAuthRepository.kt,41206f91f7dd634e6bbe3ea0cbf19e9acfbc1fdf,9459636e12dc13744ad337e2dede925466827e307aee8707dbe3347e991c1e99,Android tests,P1,utf8_text,7191,181,155,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/testing/FakeProfileRepository.kt,616cc6f48f6ca1b8fa229ee02c035fcabc969b43,3beef4ed43efca95d44336aecc08c1d4481d45f0ddc6075c023e2be4c35fb0d2,Android tests,P1,utf8_text,3559,93,79,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/testing/FakeRest.kt,69dd0d1da662577d3807f8d2ffa4987e8d790317,db4780e05771044e9b33c25a1f5f9bc08f5042beb2323df9ed52864d3f1e8d37,Android tests,P1,utf8_text,1868,49,44,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/testing/FakeSupabaseBindingTest.kt,6fb6a7905bda8eb52afb19d0b26eb33c6d215eaa,794f491f8eb741633bd4661fc4ea94293fa126e285240e73e158b6752aad19ec,Android tests,P1,utf8_text,3152,72,65,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,app/src/test/kotlin/com/equipseva/app/testing/TestSupabaseModule.kt,b13a796678b0281974322e56c352e40145d62b03,a337484910757550958a1061f88fcb935bf4bdc40b1696a1e19518783483c96d,Android tests,P1,utf8_text,1660,43,40,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,build.gradle.kts,e7bbb7f65754d3c0b6b73347d5f77942f84edb7d,f447e297f78ebfe4611e8d5147acf85f3929d6c852c114569a85009065eaf335,Build/configuration/other,P2,utf8_text,471,11,11,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,data/hospital_equipment_catalogue.json,6a97635c5e96e2586402164f0914de71399da7b4,87163915c24636d2d0b9af6afda96973d32c7d5911049f63d7268d76d1cd0e81,Build/configuration/other,P2,utf8_text,288491,8616,8616,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,data/hospital_equipment_full.csv,1e3b2798042a51066b83dfddf076badb8cd94e70,0e037421f5a4d55a7639902eb4259fbd1f5f3aa0f80b0a92fcc86eaef581e305,Build/configuration/other,P2,utf8_text,11529226,26539,26539,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/.well-known/assetlinks.json,f10f065e07bb7a5fc1c6e97659ef948502897bae,ea6d65168f334751793372791ab62c6be41b0f39eaac4d45301a1533a4ac5e52,Docs/release collateral,P2,utf8_text,783,23,23,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/404.html,7d35ab424d7ea1c55a61f8a2d1c5a7f73897070f,3f0cd966d6812a77282740106c7de80061cc2103326c8ec2a6d46b1405fce7ee,Docs/release collateral,P2,utf8_text,737,25,23,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/APP_FLOW.md,6c43c02dd65d16cf5f82f8ecf0beb1ff0794441b,95ffb1d52578a10363dc0dc56412f5db9115635bbbc714d31c14cd752d7450a7,Docs/release collateral,P2,utf8_text,16513,342,289,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/CDSCO_REPRESENTATION_LETTER_DRAFT.md,a0ee7d95aaecca49a56f8b686b42dd3844092a0b,5ffc5196bc34f2dd608b80de1ff002fbda33eb3cd1a9b8a49e96f039ebc95f84,Docs/release collateral,P2,utf8_text,24550,165,100,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/CNAME,5c9e50eb9607a65d51dc2987047ceed3b532752b,ba5625e27a1b00c8604ef0acb2d9325199b6258a39cd8372e84ba23be4a30b83,Docs/release collateral,P2,utf8_text,15,1,1,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/CRON_SCHEDULING_GAP.md,5209fb90abe9364428c7e3b19d3468a752b4ddee,ba86af9dab16b93351bf793a778ab95306cdae90387dd380d94febad378d3a93,Project runbooks,P1,utf8_text,27185,499,410,Line-by-line plus relevant execution tests,Partial,1-57,qa_critic_review;cron_independent_critic,,work/planning/storage-timeout-migration-qa.md; cron-timeout-migration-critic.md; work/verification/snapshot-backend-final.log; snapshot-pglite-qa-final.log,a74b2dae64d605ccff4407c9bd589810479d3812,"Final source review; production, complete daily capacity and broader M1 acceptance remain open.",c927f7f4fd88d36762e74933f6d7de43cd81f8b8,Whole final source read where Complete; native fixture and reused experiment results remain explicitly scoped. No whole-app acceptance credit.
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/DEPLOY_WEB_CONSOLE.md,73b723a4f6f35797cb6dce609a493d6d485a1261,031f9b9eac46a7df1fd962f8fbfe2522affb878f4760b68177f6fa9c8eeba7aa,Docs/release collateral,P2,utf8_text,5328,174,121,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/HANDOFF_2026-09-07.md,b0851dcb74c144ed9ad15f862203921e4d731c81,ea3ceec868342a681ab55e519d4d7ff07a3485b5152eda15948bffa191cd17e4,Docs/release collateral,P2,utf8_text,5109,59,53,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/HANDOFF_2026-09-07_0645UTC.md,f24b9083b20cc24f4c709b5d1082c6924160caa6,942fcc011167a9c9eb222013b88cf0d872ea77143fa8301f200edc51c3032030,Docs/release collateral,P2,utf8_text,6020,67,59,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/ONDEVICE_VERIFICATION_round3770_3779.md,b417600e581da3304068fd3d6bc54d286f878b2b,cef62bceedb0f25814a31152d9ff6f4131b6f1fed70f7b0110af84bacfbcb8be,Docs/release collateral,P2,utf8_text,17433,287,234,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/PRD-android.md,3eb00d48725d80772a0270f0519ca8809eee8e9b,796076ad209542fdc1768d3bdcd4ba30fdd69708941414741fb22d2a9f4ca0a9,Docs/release collateral,P2,utf8_text,20129,371,297,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
c71c2f3506fa5ec0c6e16b67bc22a68a5d9ab9ea,docs/RENEWAL_EXECUTION_PLAN.md,ff2334c6337b5623743e34165a6d0658c0f3f1b4,e26ded71e3ecb34749580d235413891b4925139641d28796e1bf56a2671f61ed,New source/configuration,P1,utf8_text,9150,140,119,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,Final-hash review coverage pending.
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/ROADMAP_v04.md,221b823f109ddbb84cbcf3c355523f8470036ba3,0ea7ebbced549596060a6f5fce633aacf836b3dc95778921645325dcb83ca9aa,Docs/release collateral,P2,utf8_text,15226,243,187,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/ROADMAP_v05.md,5447dc6b525cb8d1247c7ff4cacc413e5ef3fe2b,4d5b71f4bdd4de37852347b04c6e3bd3cf330e2f413ab3567a0e2817cd908f8b,Docs/release collateral,P2,utf8_text,11442,173,123,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/RUNBOOK_FOUNDER.md,449f65fe6572ffa2c5fc4e0546430bf8cb646177,6affb2392aeab61e5e87112e9a96db27f43d6b8d0043efd049246faef5a6f91b,Docs/release collateral,P2,utf8_text,9311,234,170,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/SCALING.md,cecc0a296b6046553d0a927dedffe3872146d3cc,a287d4d5ed70eca3477bb944bb52891502a9ee7079387ded0c3771c4a3f4ed09,Docs/release collateral,P2,utf8_text,6402,121,106,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,docs/SESSION_REFRESH_round3816.md,14eaa2f12fa9ea0685cbf5dc3743c5979358855c,c8854b289dcb03a4b483af30a625db0ea670f4008bd3fb444ada3cc09ac1c6b3,Docs/release collateral,P2,utf8_text,14872,182,150,Line-by-line plus relevant execution tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
